symbol,tf,time,open,high,low,close,tick_volume,spread,real_volume
BIT$D,H1,1713862800,499040.0,501100.0,498440.0,500380.0,1403,20,1571
BIT$D,H1,1713866400,500120.0,502120.0,499280.0,501720.0,1737,20,1972
BIT$D,H1,1713870000,501700.0,502560.0,501360.0,502020.0,912,20,1005
BIT$D,H1,1713873600,502100.0,502180.0,500680.0,500980.0,757,20,824
BIT$D,H1,1713877200,500900.0,502120.0,500860.0,501800.0,596,20,633
BIT$D,H1,1713880800,501840.0,502000.0,500840.0,501180.0,569,20,609
BIT$D,H1,1713884400,501260.0,501300.0,499500.0,501060.0,1006,20,1094
BIT$D,H1,1713888000,501080.0,501260.0,499060.0,499920.0,713,20,784
BIT$D,H1,1713891600,499860.0,499960.0,496540.0,497460.0,530,20,555
BIT$D,H1,1713895200,497440.0,498120.0,495940.0,497040.0,180,20,237
BIT$D,H1,1713949200,499520.0,500540.0,498700.0,500140.0,1000,20,1081
BIT$D,H1,1713952800,500120.0,500120.0,497540.0,499000.0,1726,20,1861
BIT$D,H1,1713956400,499100.0,500040.0,494540.0,495460.0,1977,20,2325
BIT$D,H1,1713960000,495460.0,496880.0,492800.0,494220.0,1487,20,1818
BIT$D,H1,1713963600,494060.0,495540.0,493000.0,494160.0,853,20,1137
BIT$D,H1,1713967200,494020.0,495720.0,493500.0,494040.0,696,20,856
BIT$D,H1,1713970800,494000.0,494160.0,490780.0,491160.0,1491,20,1829
BIT$D,H1,1713974400,491260.0,491660.0,490400.0,490900.0,1048,20,1271
BIT$D,H1,1713978000,491100.0,491360.0,488600.0,488840.0,713,20,779
BIT$D,H1,1713981600,488860.0,488940.0,485720.0,487240.0,403,20,513
BIT$D,H1,1714035600,487320.0,488260.0,485160.0,487700.0,1673,20,1815
BIT$D,H1,1714039200,487840.0,490480.0,484520.0,485460.0,1709,20,1930
BIT$D,H1,1714042800,485580.0,489320.0,485440.0,486140.0,1362,20,1515
BIT$D,H1,1714046400,486060.0,488400.0,484700.0,488240.0,1137,20,1273
BIT$D,H1,1714050000,488140.0,489920.0,487500.0,489660.0,905,20,1045
BIT$D,H1,1714053600,489740.0,491080.0,488880.0,490580.0,1133,20,1289
BIT$D,H1,1714057200,490380.0,492380.0,489940.0,491320.0,851,20,958
BIT$D,H1,1714060800,491380.0,492000.0,490800.0,491760.0,586,20,660
BIT$D,H1,1714064400,491620.0,492180.0,490800.0,491480.0,484,20,527
BIT$D,H1,1714068000,491320.0,492500.0,490120.0,491020.0,187,20,206
BIT$D,H1,1714122000,486240.0,488740.0,486240.0,487600.0,104,20,140
BIT$D,H1,1714125600,487880.0,489000.0,485220.0,489000.0,117,20,120
BIT$D,H1,1714129200,488900.0,490380.0,486360.0,486380.0,106,20,114
BIT$D,H1,1714132800,486080.0,486180.0,482360.0,484640.0,89,20,92
BIT$D,H1,1714136400,484640.0,484640.0,483380.0,484360.0,27,20,28
BIT$D,H1,1714140000,484080.0,484500.0,482400.0,483400.0,75,20,93
BIT$D,H1,1714143600,483420.0,484200.0,481620.0,484200.0,64,20,74
BIT$D,H1,1714147200,484140.0,484140.0,481120.0,482200.0,88,20,102
BIT$D,H1,1714150800,482140.0,483100.0,481300.0,482000.0,44,20,70
BIT$D,H1,1714154400,481740.0,485300.0,481740.0,485300.0,28,20,39
BIT$D,H1,1714381200,476960.0,477000.0,473960.0,476280.0,765,20,806
BIT$D,H1,1714384800,476320.0,476720.0,472060.0,473140.0,1125,20,1220
BIT$D,H1,1714388400,473100.0,476840.0,472280.0,476800.0,1395,20,1481
BIT$D,H1,1714392000,476820.0,480020.0,476300.0,479040.0,1693,20,1887
BIT$D,H1,1714395600,479000.0,479680.0,476480.0,476700.0,929,20,1099
BIT$D,H1,1714399200,476700.0,479080.0,476560.0,478460.0,996,20,1098
BIT$D,H1,1714402800,478460.0,478720.0,475520.0,476540.0,1094,20,1229
BIT$D,H1,1714406400,476520.0,478620.0,475180.0,478620.0,837,20,1007
BIT$D,H1,1714410000,478380.0,478820.0,476460.0,476600.0,573,20,667
BIT$D,H1,1714413600,476600.0,480040.0,476560.0,480040.0,153,20,186
BIT$D,H1,1714467600,470700.0,472000.0,467680.0,468980.0,1650,20,1875
BIT$D,H1,1714471200,469000.0,470640.0,468160.0,468760.0,1372,20,1534
