const,tf,datetime,time,open,high,low,close,tick_volume,spread,real_volume
WIN$N,M1,2025-06-25 11:39:00,1750851540,138665.0,138715.0,138630.0,138635.0,10760,5,30246
WIN$N,M1,2025-06-25 11:40:00,1750851600,138640.0,138685.0,138625.0,138665.0,6690,5,20620
WIN$N,M1,2025-06-25 11:41:00,1750851660,138660.0,138680.0,138615.0,138655.0,6449,5,20236
WIN$N,M1,2025-06-25 11:42:00,1750851720,138650.0,138685.0,138565.0,138580.0,15362,5,45795
WIN$N,M1,2025-06-25 11:43:00,1750851780,138575.0,138625.0,138560.0,138615.0,7430,5,24468
WIN$N,M1,2025-06-25 11:44:00,1750851840,138620.0,138645.0,138560.0,138565.0,6968,5,22720
WIN$N,M1,2025-06-25 11:45:00,1750851900,138565.0,138640.0,138560.0,138610.0,6960,5,22859
WIN$N,M1,2025-06-25 11:46:00,1750851960,138610.0,138680.0,138600.0,138650.0,8577,5,26533
WIN$N,M1,2025-06-25 11:47:00,1750852020,138650.0,138665.0,138615.0,138645.0,4354,5,12632
WIN$N,M1,2025-06-25 11:48:00,1750852080,138640.0,138645.0,138535.0,138575.0,14665,5,45656
WIN$N,M1,2025-06-25 11:49:00,1750852140,138575.0,138640.0,138570.0,138635.0,5566,5,17979
WIN$N,M1,2025-06-25 11:50:00,1750852200,138630.0,138650.0,138600.0,138615.0,4982,5,16443
WIN$N,M1,2025-06-25 11:51:00,1750852260,138610.0,138640.0,138600.0,138615.0,3536,5,11571
WIN$N,M1,2025-06-25 11:52:00,1750852320,138620.0,138625.0,138505.0,138515.0,13653,5,42265
WIN$N,M1,2025-06-25 11:53:00,1750852380,138515.0,138535.0,138475.0,138525.0,9395,5,28536
WIN$N,M1,2025-06-25 11:54:00,1750852440,138530.0,138535.0,138485.0,138510.0,3777,5,12128
WIN$N,M1,2025-06-25 11:55:00,1750852500,138515.0,138575.0,138505.0,138545.0,7974,5,23532
WIN$N,M1,2025-06-25 11:56:00,1750852560,138545.0,138580.0,138490.0,138500.0,7689,5,25278
WIN$N,M1,2025-06-25 11:57:00,1750852620,138500.0,138530.0,138465.0,138510.0,7264,5,22379
WIN$N,M1,2025-06-25 11:58:00,1750852680,138510.0,138555.0,138450.0,138455.0,7462,5,23314
WIN$N,M1,2025-06-25 11:59:00,1750852740,138455.0,138470.0,138415.0,138470.0,11231,5,34265
WIN$N,M1,2025-06-25 12:00:00,1750852800,138470.0,138470.0,138405.0,138425.0,8605,5,24425
WIN$N,M1,2025-06-25 12:01:00,1750852860,138425.0,138425.0,138360.0,138365.0,10543,5,33910
WIN$N,M1,2025-06-25 12:02:00,1750852920,138370.0,138420.0,138350.0,138380.0,7877,5,23922
WIN$N,M1,2025-06-25 12:03:00,1750852980,138385.0,138390.0,138330.0,138355.0,6878,5,21764
WIN$N,M1,2025-06-25 12:04:00,1750853040,138360.0,138360.0,138240.0,138255.0,16185,5,52050
WIN$N,M1,2025-06-25 12:05:00,1750853100,138250.0,138320.0,138230.0,138315.0,14297,5,44068
WIN$N,M1,2025-06-25 12:06:00,1750853160,138315.0,138330.0,138280.0,138280.0,7140,5,23469
WIN$N,M1,2025-06-25 12:07:00,1750853220,138280.0,138325.0,138235.0,138250.0,7314,5,23133
WIN$N,M1,2025-06-25 12:08:00,1750853280,138255.0,138285.0,138205.0,138235.0,10023,5,29422
WIN$N,M1,2025-06-25 12:09:00,1750853340,138235.0,138245.0,138170.0,138190.0,12884,5,40451
WIN$N,M1,2025-06-25 12:10:00,1750853400,138190.0,138195.0,138110.0,138155.0,19913,5,65798
WIN$N,M1,2025-06-25 12:11:00,1750853460,138155.0,138225.0,138140.0,138200.0,10677,5,36098
WIN$N,M1,2025-06-25 12:12:00,1750853520,138200.0,138200.0,138145.0,138190.0,5814,5,20924
WIN$N,M1,2025-06-25 12:13:00,1750853580,138190.0,138285.0,138185.0,138225.0,14447,5,45321
WIN$N,M1,2025-06-25 12:14:00,1750853640,138225.0,138230.0,138065.0,138080.0,20189,5,65345
WIN$N,M1,2025-06-25 12:15:00,1750853700,138085.0,138110.0,138025.0,138080.0,18135,5,61520
WIN$N,M1,2025-06-25 12:16:00,1750853760,138080.0,138150.0,138070.0,138125.0,11605,5,37542
WIN$N,M1,2025-06-25 12:17:00,1750853820,138130.0,138145.0,138075.0,138100.0,5183,5,16213
WIN$N,M1,2025-06-25 12:18:00,1750853880,138095.0,138150.0,138095.0,138110.0,5218,5,18975
WIN$N,M1,2025-06-25 12:19:00,1750853940,138110.0,138165.0,138090.0,138110.0,5946,5,19005
WIN$N,M1,2025-06-25 12:20:00,1750854000,138110.0,138110.0,138005.0,138025.0,13681,5,42712
WIN$N,M1,2025-06-25 12:21:00,1750854060,138025.0,138060.0,137965.0,138005.0,12735,5,42325
WIN$N,M1,2025-06-25 12:22:00,1750854120,138010.0,138020.0,137945.0,137985.0,8215,5,26482
WIN$N,M1,2025-06-25 12:23:00,1750854180,137985.0,138000.0,137915.0,137935.0,10630,5,34186
WIN$N,M1,2025-06-25 12:24:00,1750854240,137930.0,137960.0,137910.0,137960.0,7331,5,25182
WIN$N,M1,2025-06-25 12:25:00,1750854300,137960.0,137985.0,137905.0,137950.0,8740,5,27546
WIN$N,M1,2025-06-25 12:26:00,1750854360,137950.0,137975.0,137900.0,137965.0,8342,5,29035
WIN$N,M1,2025-06-25 12:27:00,1750854420,137970.0,138040.0,137930.0,138025.0,10664,5,32429
WIN$N,M1,2025-06-25 12:28:00,1750854480,138025.0,138060.0,138000.0,138050.0,8151,5,28132
WIN$N,M1,2025-06-25 12:29:00,1750854540,138050.0,138065.0,138010.0,138015.0,5021,5,16295
WIN$N,M1,2025-06-25 12:30:00,1750854600,138015.0,138105.0,137990.0,138080.0,14743,5,46740
WIN$N,M1,2025-06-25 12:31:00,1750854660,138080.0,138145.0,138080.0,138135.0,8535,5,24866
WIN$N,M1,2025-06-25 12:32:00,1750854720,138140.0,138170.0,138125.0,138150.0,8095,5,28019
WIN$N,M1,2025-06-25 12:33:00,1750854780,138150.0,138190.0,138145.0,138160.0,6234,5,19600
WIN$N,M1,2025-06-25 12:34:00,1750854840,138160.0,138175.0,138100.0,138145.0,7467,5,22789
WIN$N,M1,2025-06-25 12:35:00,1750854900,138140.0,138145.0,138005.0,138020.0,13360,5,44465
WIN$N,M1,2025-06-25 12:36:00,1750854960,138020.0,138060.0,137995.0,138040.0,9835,5,33237
WIN$N,M1,2025-06-25 12:37:00,1750855020,138035.0,138120.0,138000.0,138115.0,13968,5,53249
WIN$N,M1,2025-06-25 12:38:00,1750855080,138115.0,138165.0,138090.0,138120.0,10473,5,34823
WIN$N,M1,2025-06-25 12:39:00,1750855140,138115.0,138130.0,138095.0,138115.0,3823,5,13214
WIN$N,M1,2025-06-25 12:40:00,1750855200,138115.0,138200.0,138110.0,138175.0,9076,5,29561
WIN$N,M1,2025-06-25 12:41:00,1750855260,138180.0,138255.0,138150.0,138235.0,10149,5,31441
WIN$N,M1,2025-06-25 12:42:00,1750855320,138230.0,138250.0,138190.0,138200.0,6791,5,22661
WIN$N,M1,2025-06-25 12:43:00,1750855380,138200.0,138320.0,138200.0,138300.0,16407,5,47951
WIN$N,M1,2025-06-25 12:44:00,1750855440,138305.0,138315.0,138275.0,138285.0,4307,5,13768
WIN$N,M1,2025-06-25 12:45:00,1750855500,138285.0,138345.0,138280.0,138310.0,8051,5,24738
WIN$N,M1,2025-06-25 12:46:00,1750855560,138310.0,138345.0,138250.0,138280.0,8349,5,25942
WIN$N,M1,2025-06-25 12:47:00,1750855620,138285.0,138295.0,138250.0,138270.0,4270,5,15526
WIN$N,M1,2025-06-25 12:48:00,1750855680,138275.0,138315.0,138255.0,138280.0,5072,5,17564
WIN$N,M1,2025-06-25 12:49:00,1750855740,138280.0,138335.0,138280.0,138305.0,5632,5,18660
WIN$N,M1,2025-06-25 12:50:00,1750855800,138305.0,138310.0,138275.0,138295.0,2363,5,7938
WIN$N,M1,2025-06-25 12:51:00,1750855860,138300.0,138300.0,138255.0,138265.0,3137,5,9599
WIN$N,M1,2025-06-25 12:52:00,1750855920,138265.0,138290.0,138260.0,138280.0,2541,5,6800
WIN$N,M1,2025-06-25 12:53:00,1750855980,138280.0,138285.0,138220.0,138235.0,7534,5,22091
WIN$N,M1,2025-06-25 12:54:00,1750856040,138235.0,138270.0,138220.0,138255.0,3429,5,11284
WIN$N,M1,2025-06-25 12:55:00,1750856100,138255.0,138320.0,138250.0,138290.0,6031,5,18169
WIN$N,M1,2025-06-25 12:56:00,1750856160,138290.0,138290.0,138215.0,138230.0,6607,5,20290
WIN$N,M1,2025-06-25 12:57:00,1750856220,138230.0,138250.0,138210.0,138240.0,3410,5,11813
WIN$N,M1,2025-06-25 12:58:00,1750856280,138240.0,138285.0,138235.0,138280.0,4232,5,14482
WIN$N,M1,2025-06-25 12:59:00,1750856340,138280.0,138315.0,138255.0,138275.0,3530,5,11207
WIN$N,M1,2025-06-25 13:00:00,1750856400,138275.0,138375.0,138265.0,138345.0,12929,5,37510
WIN$N,M1,2025-06-25 13:01:00,1750856460,138340.0,138415.0,138335.0,138405.0,12669,5,40515
WIN$N,M1,2025-06-25 13:02:00,1750856520,138405.0,138420.0,138390.0,138395.0,5693,5,25165
WIN$N,M1,2025-06-25 13:03:00,1750856580,138395.0,138415.0,138345.0,138380.0,7118,5,22869
WIN$N,M1,2025-06-25 13:04:00,1750856640,138375.0,138440.0,138370.0,138415.0,7442,5,21772
WIN$N,M1,2025-06-25 13:05:00,1750856700,138420.0,138430.0,138380.0,138390.0,5957,5,19305
WIN$N,M1,2025-06-25 13:06:00,1750856760,138395.0,138425.0,138385.0,138400.0,3529,5,10484
WIN$N,M1,2025-06-25 13:07:00,1750856820,138400.0,138420.0,138350.0,138390.0,5541,5,17460
WIN$N,M1,2025-06-25 13:08:00,1750856880,138390.0,138440.0,138380.0,138410.0,4972,5,14947
WIN$N,M1,2025-06-25 13:09:00,1750856940,138410.0,138430.0,138395.0,138420.0,2405,5,8650
WIN$N,M1,2025-06-25 13:10:00,1750857000,138415.0,138420.0,138380.0,138380.0,3090,5,10148
WIN$N,M1,2025-06-25 13:11:00,1750857060,138380.0,138425.0,138380.0,138415.0,3101,5,10085
WIN$N,M1,2025-06-25 13:12:00,1750857120,138415.0,138415.0,138370.0,138405.0,3076,5,8994
WIN$N,M1,2025-06-25 13:13:00,1750857180,138405.0,138450.0,138385.0,138425.0,7199,5,20644
WIN$N,M1,2025-06-25 13:14:00,1750857240,138430.0,138470.0,138405.0,138460.0,4680,5,14332
WIN$N,M1,2025-06-25 13:15:00,1750857300,138460.0,138490.0,138455.0,138465.0,7631,5,23095
WIN$N,M1,2025-06-25 13:16:00,1750857360,138465.0,138485.0,138405.0,138425.0,7775,5,25167
WIN$N,M1,2025-06-25 13:17:00,1750857420,138420.0,138445.0,138405.0,138430.0,3411,5,12802
WIN$N,M1,2025-06-25 13:18:00,1750857480,138430.0,138460.0,138425.0,138445.0,2593,5,7589
WIN$N,M1,2025-06-25 13:19:00,1750857540,138445.0,138445.0,138405.0,138430.0,2955,5,8607
WIN$N,M1,2025-06-25 13:20:00,1750857600,138435.0,138440.0,138415.0,138435.0,2446,5,7538
WIN$N,M1,2025-06-25 13:21:00,1750857660,138440.0,138480.0,138435.0,138445.0,4304,5,14514
WIN$N,M1,2025-06-25 13:22:00,1750857720,138445.0,138480.0,138415.0,138415.0,4464,5,14360
WIN$N,M1,2025-06-25 13:23:00,1750857780,138415.0,138430.0,138400.0,138410.0,3126,5,9020
WIN$N,M1,2025-06-25 13:24:00,1750857840,138415.0,138420.0,138400.0,138410.0,2224,5,6363
WIN$N,M1,2025-06-25 13:25:00,1750857900,138410.0,138470.0,138410.0,138455.0,4200,5,12130
WIN$N,M1,2025-06-25 13:26:00,1750857960,138455.0,138510.0,138445.0,138485.0,7797,5,24233
WIN$N,M1,2025-06-25 13:27:00,1750858020,138490.0,138500.0,138455.0,138475.0,4019,5,11522
WIN$N,M1,2025-06-25 13:28:00,1750858080,138475.0,138495.0,138450.0,138470.0,2206,5,6143
WIN$N,M1,2025-06-25 13:29:00,1750858140,138470.0,138525.0,138465.0,138490.0,7598,5,21974
WIN$N,M1,2025-06-25 13:30:00,1750858200,138495.0,138590.0,138485.0,138590.0,14793,5,42617
WIN$N,M1,2025-06-25 13:31:00,1750858260,138590.0,138635.0,138570.0,138600.0,12867,5,40487
WIN$N,M1,2025-06-25 13:32:00,1750858320,138600.0,138610.0,138535.0,138555.0,8165,5,24175
WIN$N,M1,2025-06-25 13:33:00,1750858380,138550.0,138575.0,138540.0,138550.0,3335,5,11022
WIN$N,M1,2025-06-25 13:34:00,1750858440,138555.0,138570.0,138540.0,138560.0,2135,5,6685
WIN$N,M1,2025-06-25 13:35:00,1750858500,138560.0,138575.0,138510.0,138510.0,6394,5,17803
WIN$N,M1,2025-06-25 13:36:00,1750858560,138510.0,138555.0,138510.0,138550.0,5088,5,15019
WIN$N,M1,2025-06-25 13:37:00,1750858620,138550.0,138595.0,138535.0,138580.0,6022,5,18498
WIN$N,M1,2025-06-25 13:38:00,1750858680,138575.0,138585.0,138530.0,138535.0,3560,5,11074
WIN$N,M1,2025-06-25 13:39:00,1750858740,138530.0,138570.0,138520.0,138550.0,3459,5,10244
WIN$N,M1,2025-06-25 13:40:00,1750858800,138550.0,138575.0,138540.0,138570.0,2945,5,8872
WIN$N,M1,2025-06-25 13:41:00,1750858860,138570.0,138570.0,138535.0,138540.0,2359,5,6853
WIN$N,M1,2025-06-25 13:42:00,1750858920,138535.0,138580.0,138535.0,138545.0,2962,5,8685
WIN$N,M1,2025-06-25 13:43:00,1750858980,138540.0,138590.0,138535.0,138590.0,3182,5,9262
WIN$N,M1,2025-06-25 13:44:00,1750859040,138590.0,138600.0,138575.0,138595.0,3500,5,10084
WIN$N,M1,2025-06-25 13:45:00,1750859100,138590.0,138620.0,138570.0,138610.0,4811,5,14522
WIN$N,M1,2025-06-25 13:46:00,1750859160,138610.0,138645.0,138605.0,138625.0,5851,5,18632
WIN$N,M1,2025-06-25 13:47:00,1750859220,138630.0,138630.0,138545.0,138565.0,7987,5,24994
WIN$N,M1,2025-06-25 13:48:00,1750859280,138565.0,138605.0,138555.0,138595.0,3512,5,11422
WIN$N,M1,2025-06-25 13:49:00,1750859340,138595.0,138620.0,138565.0,138570.0,3655,5,11882
WIN$N,M1,2025-06-25 13:50:00,1750859400,138575.0,138605.0,138560.0,138590.0,3072,5,9977
WIN$N,M1,2025-06-25 13:51:00,1750859460,138595.0,138630.0,138585.0,138595.0,4424,5,13564
WIN$N,M1,2025-06-25 13:52:00,1750859520,138600.0,138605.0,138485.0,138515.0,13921,5,42760
WIN$N,M1,2025-06-25 13:53:00,1750859580,138510.0,138550.0,138505.0,138535.0,4298,5,14106
WIN$N,M1,2025-06-25 13:54:00,1750859640,138540.0,138540.0,138520.0,138535.0,2015,5,5349
WIN$N,M1,2025-06-25 13:55:00,1750859700,138540.0,138570.0,138525.0,138525.0,4380,5,13209
WIN$N,M1,2025-06-25 13:56:00,1750859760,138525.0,138530.0,138495.0,138510.0,4791,5,15673
WIN$N,M1,2025-06-25 13:57:00,1750859820,138505.0,138525.0,138500.0,138505.0,2770,5,7992
WIN$N,M1,2025-06-25 13:58:00,1750859880,138505.0,138540.0,138465.0,138480.0,7410,5,24048
WIN$N,M1,2025-06-25 13:59:00,1750859940,138475.0,138520.0,138470.0,138510.0,4672,5,16768
WIN$N,M1,2025-06-25 14:00:00,1750860000,138510.0,138520.0,138490.0,138505.0,2520,5,9500
WIN$N,M1,2025-06-25 14:01:00,1750860060,138510.0,138540.0,138505.0,138525.0,3122,5,9607
WIN$N,M1,2025-06-25 14:02:00,1750860120,138525.0,138525.0,138295.0,138315.0,25332,5,78729
WIN$N,M1,2025-06-25 14:03:00,1750860180,138310.0,138320.0,138170.0,138205.0,24568,5,78789
WIN$N,M1,2025-06-25 14:04:00,1750860240,138205.0,138270.0,138190.0,138255.0,9482,5,32517
WIN$N,M1,2025-06-25 14:05:00,1750860300,138250.0,138315.0,138235.0,138285.0,8417,5,26349
WIN$N,M1,2025-06-25 14:06:00,1750860360,138290.0,138295.0,138255.0,138265.0,3700,5,12405
WIN$N,M1,2025-06-25 14:07:00,1750860420,138270.0,138290.0,138240.0,138260.0,3910,5,13341
WIN$N,M1,2025-06-25 14:08:00,1750860480,138265.0,138295.0,138255.0,138285.0,2900,5,9866
WIN$N,M1,2025-06-25 14:09:00,1750860540,138285.0,138305.0,138215.0,138235.0,5552,5,18239
WIN$N,M1,2025-06-25 14:10:00,1750860600,138235.0,138280.0,138220.0,138260.0,5054,5,14602
WIN$N,M1,2025-06-25 14:11:00,1750860660,138260.0,138300.0,138240.0,138290.0,3864,5,13695
WIN$N,M1,2025-06-25 14:12:00,1750860720,138290.0,138300.0,138260.0,138275.0,2334,5,7854
WIN$N,M1,2025-06-25 14:13:00,1750860780,138275.0,138275.0,138195.0,138210.0,8217,5,28216
WIN$N,M1,2025-06-25 14:14:00,1750860840,138215.0,138275.0,138210.0,138270.0,4062,5,14588
WIN$N,M1,2025-06-25 14:15:00,1750860900,138270.0,138315.0,138255.0,138310.0,5639,5,18604
WIN$N,M1,2025-06-25 14:16:00,1750860960,138310.0,138360.0,138290.0,138350.0,10096,5,32101
WIN$N,M1,2025-06-25 14:17:00,1750861020,138350.0,138365.0,138330.0,138340.0,4041,5,12491
WIN$N,M1,2025-06-25 14:18:00,1750861080,138340.0,138380.0,138295.0,138325.0,6578,5,20997
WIN$N,M1,2025-06-25 14:19:00,1750861140,138325.0,138340.0,138300.0,138335.0,2932,5,10145
WIN$N,M1,2025-06-25 14:20:00,1750861200,138330.0,138350.0,138310.0,138325.0,3275,5,11106
WIN$N,M1,2025-06-25 14:21:00,1750861260,138320.0,138340.0,138270.0,138290.0,6300,5,20912
WIN$N,M1,2025-06-25 14:22:00,1750861320,138290.0,138335.0,138280.0,138325.0,3646,5,10811
WIN$N,M1,2025-06-25 14:23:00,1750861380,138325.0,138325.0,138305.0,138320.0,1677,5,5475
WIN$N,M1,2025-06-25 14:24:00,1750861440,138315.0,138370.0,138310.0,138355.0,5360,5,17686
WIN$N,M1,2025-06-25 14:25:00,1750861500,138355.0,138390.0,138350.0,138370.0,4340,5,13966
WIN$N,M1,2025-06-25 14:26:00,1750861560,138370.0,138405.0,138360.0,138390.0,6672,5,19122
WIN$N,M1,2025-06-25 14:27:00,1750861620,138395.0,138420.0,138375.0,138400.0,6121,5,20360
WIN$N,M1,2025-06-25 14:28:00,1750861680,138400.0,138405.0,138360.0,138380.0,2754,5,9530
WIN$N,M1,2025-06-25 14:29:00,1750861740,138375.0,138380.0,138310.0,138320.0,6375,5,21324
WIN$N,M1,2025-06-25 14:30:00,1750861800,138315.0,138335.0,138280.0,138330.0,9791,5,29502
WIN$N,M1,2025-06-25 14:31:00,1750861860,138325.0,138360.0,138320.0,138350.0,3566,5,11695
WIN$N,M1,2025-06-25 14:32:00,1750861920,138345.0,138375.0,138340.0,138345.0,2656,5,7841
WIN$N,M1,2025-06-25 14:33:00,1750861980,138350.0,138375.0,138320.0,138335.0,3487,5,11324
WIN$N,M1,2025-06-25 14:34:00,1750862040,138335.0,138370.0,138325.0,138355.0,2394,5,7517
WIN$N,M1,2025-06-25 14:35:00,1750862100,138360.0,138445.0,138350.0,138420.0,10230,5,33795
WIN$N,M1,2025-06-25 14:36:00,1750862160,138420.0,138435.0,138410.0,138410.0,2987,5,10159
WIN$N,M1,2025-06-25 14:37:00,1750862220,138410.0,138425.0,138345.0,138355.0,7059,5,24823
WIN$N,M1,2025-06-25 14:38:00,1750862280,138355.0,138365.0,138285.0,138285.0,7605,5,24571
WIN$N,M1,2025-06-25 14:39:00,1750862340,138285.0,138295.0,138260.0,138270.0,5869,5,16920
WIN$N,M1,2025-06-25 14:40:00,1750862400,138275.0,138280.0,138210.0,138235.0,10973,5,32019
WIN$N,M1,2025-06-25 14:41:00,1750862460,138235.0,138290.0,138230.0,138280.0,6102,5,20451
WIN$N,M1,2025-06-25 14:42:00,1750862520,138280.0,138305.0,138265.0,138275.0,4654,5,16985
WIN$N,M1,2025-06-25 14:43:00,1750862580,138270.0,138280.0,138250.0,138255.0,2326,5,6889
WIN$N,M1,2025-06-25 14:44:00,1750862640,138250.0,138265.0,138180.0,138205.0,8223,5,27001
WIN$N,M1,2025-06-25 14:45:00,1750862700,138200.0,138225.0,138175.0,138220.0,6422,5,20971
WIN$N,M1,2025-06-25 14:46:00,1750862760,138225.0,138325.0,138220.0,138320.0,12115,5,36145
WIN$N,M1,2025-06-25 14:47:00,1750862820,138315.0,138345.0,138300.0,138310.0,5419,5,16231
WIN$N,M1,2025-06-25 14:48:00,1750862880,138315.0,138330.0,138305.0,138310.0,2653,5,9054
WIN$N,M1,2025-06-25 14:49:00,1750862940,138310.0,138315.0,138265.0,138285.0,4770,5,15072
WIN$N,M1,2025-06-25 14:50:00,1750863000,138285.0,138285.0,138230.0,138265.0,6820,5,23028
WIN$N,M1,2025-06-25 14:51:00,1750863060,138260.0,138280.0,138250.0,138270.0,2429,5,7572
WIN$N,M1,2025-06-25 14:52:00,1750863120,138270.0,138275.0,138240.0,138255.0,1904,5,5717
WIN$N,M1,2025-06-25 14:53:00,1750863180,138255.0,138265.0,138245.0,138260.0,1791,5,5497
WIN$N,M1,2025-06-25 14:54:00,1750863240,138255.0,138330.0,138255.0,138305.0,6218,5,21057
WIN$N,M1,2025-06-25 14:55:00,1750863300,138310.0,138320.0,138265.0,138275.0,4087,5,14284
WIN$N,M1,2025-06-25 14:56:00,1750863360,138275.0,138315.0,138260.0,138310.0,2670,5,8908
WIN$N,M1,2025-06-25 14:57:00,1750863420,138310.0,138310.0,138265.0,138280.0,3004,5,8885
WIN$N,M1,2025-06-25 14:58:00,1750863480,138280.0,138280.0,138195.0,138210.0,8530,5,26840
WIN$N,M1,2025-06-25 14:59:00,1750863540,138210.0,138265.0,138210.0,138245.0,4171,5,13653
WIN$N,M1,2025-06-25 15:00:00,1750863600,138250.0,138280.0,138235.0,138245.0,4463,5,14476
WIN$N,M1,2025-06-25 15:01:00,1750863660,138245.0,138275.0,138220.0,138245.0,3565,5,10773
WIN$N,M1,2025-06-25 15:02:00,1750863720,138240.0,138245.0,138140.0,138150.0,13401,5,45110
